,ic,ev,label
chr1_f_c47538,75,0,NO
chr1_f_c48245,1193,0,NO
chr1_f_c48253,75,6,NO
chr1_f_c48332,84,0,NO
chr1_f_c4857,316,0,NO
chr1_f_c48622,73,4,NO
chr1_f_c48697,111,0,NO
chr1_f_c48826,206,1,NO
chr1_f_c48898,182,0,NO
chr1_f_c48913,67,0,NO
chr1_f_c48984,74,0,NO
chr1_f_c49013,180,0,NO
chr1_f_c49178,68,0,NO
chr1_f_c49599,72,0,NO
chr1_f_c49812,175,0,NO
chr1_f_c49852,431,13,NO
chr1_f_c50004,59,0,NO
chr1_f_c50032,171,0,NO
chr1_f_c50129,90,0,NO
chr1_f_c50293,93,0,NO
chr1_f_c50460,67,1,NO
chr1_f_c50588,1402,0,NO
chr1_f_c50686,61,0,NO
chr1_f_c50829,54,0,NO
chr1_f_c51046,1990,0,NO
chr1_f_c51073,47,0,NO
chr1_f_c51160,115,0,NO
chr1_f_c51259,54,1,NO
chr1_f_c51405,81,1,NO
chr1_f_c51789,292,0,NO
chr1_f_c51836,52,0,NO
chr1_f_c51855,75,1,NO
chr1_f_c52107,87,3,NO
chr1_f_c52127,475,44,YES
chr1_f_c52187,70,5,NO
chr1_f_c52436,52,0,NO
chr1_f_c52806,323,5,NO
chr1_f_c53065,405,0,NO
chr1_f_c53186,64,1,NO
chr1_f_c53372,106,2,NO
chr1_f_c53432,1204,1,NO
chr1_f_c53498,81,0,NO
chr1_f_c53619,49,0,NO
chr1_f_c53914,114,0,NO
chr1_f_c5433,100,0,NO
chr1_f_c54417,49,0,NO
chr1_f_c54779,235,3,NO
chr1_f_c54807,104,1,NO
chr1_f_c54923,48,0,NO
chr1_f_c54939,53,0,NO
chr1_f_c54984,272,1,NO
chr1_f_c55071,62,2,NO
chr1_f_c55216,153,0,NO
chr1_f_c55263,248,0,NO
chr1_f_c55305,165,0,NO
chr1_f_c55340,69,0,NO
chr1_f_c55430,290,2,NO
chr1_f_c55456,62,0,NO
chr1_f_c55482,63,0,NO
chr1_f_c55521,145,0,NO
chr1_f_c55608,52,1,NO
chr1_f_c55749,203,0,NO
chr1_f_c55819,64,0,NO
chr1_f_c55822,150,0,NO
chr1_f_c56069,50,0,NO
chr1_f_c56083,172,0,NO
chr1_f_c56156,52,0,NO
chr1_f_c562,76,2,NO
chr1_f_c56333,60,0,NO
chr1_f_c56349,69,0,NO
chr1_f_c56576,70,0,NO
chr1_f_c56681,54,0,NO
chr1_f_c57043,69,0,NO
chr1_f_c57090,109,0,NO
chr1_f_c57167,93,0,NO
chr1_f_c57191,63,0,NO
chr1_f_c57339,53,0,NO
chr1_f_c57360,60,0,NO
chr1_f_c574,72,0,NO
chr1_f_c57416,60,0,NO
chr1_f_c57428,92,0,NO
chr1_f_c57508,185,0,NO
chr1_f_c57759,83,0,NO
chr1_f_c57769,54,0,NO
chr1_f_c5779,6879,1,NO
chr1_f_c57882,1871,0,NO
chr1_f_c57952,68,0,NO
chr1_f_c57968,55,0,NO
chr1_f_c58178,90,1,NO
chr1_f_c58720,126,0,NO
chr1_f_c588,51,5,NO
chr1_f_c5884,61,0,NO
chr1_f_c58868,54,0,NO
chr1_f_c58879,62,0,NO
chr1_f_c59017,117,1,NO
chr1_f_c59028,327,0,NO
chr1_f_c593,249,0,NO
chr1_f_c59333,118,0,NO
chr1_f_c59372,6625,2,NO
chr1_f_c59546,126,0,NO
chr1_f_c59553,122,1,NO
chr1_f_c59775,131,0,NO
chr1_f_c59949,64,0,NO
chr1_f_c59995,59,0,NO
chr1_f_c60055,57,1,NO
chr1_f_c60152,216,3,NO
chr1_f_c60281,81,0,NO
chr1_f_c60673,567,4,NO
chr1_f_c60866,267,0,NO
chr1_f_c61066,76,0,NO
chr1_f_c61374,49,0,NO
chr1_f_c61394,82,0,NO
chr1_f_c61426,724,1,NO
chr1_f_c61466,164,0,NO
chr1_f_c61720,67,2,NO
chr1_f_c61803,188,0,NO
chr1_f_c61844,68,0,NO
chr1_f_c62023,89,0,NO
chr1_f_c62068,63,0,NO
chr1_f_c62504,69,0,NO
chr1_f_c62511,356,2,NO
chr1_f_c6263,58,2,NO
chr1_f_c62969,56,0,NO
chr1_f_c62978,145,0,NO
chr1_f_c63028,464,0,NO
chr1_f_c63107,294,0,NO
chr1_f_c63333,76,2,NO
chr1_f_c63444,75,0,NO
chr1_f_c63471,50,182,YES
chr1_f_c6361,191,0,NO
chr1_f_c63659,52,1,NO
chr1_f_c63950,165,0,NO
chr1_f_c63990,80,1,NO
chr1_f_c64064,52,0,NO
chr1_f_c64192,77,0,NO
chr1_f_c64320,73,0,NO
chr1_f_c64406,117,0,NO
chr1_f_c64423,150,0,NO
chr1_f_c64521,59,0,NO
chr1_f_c64722,70,0,NO
chr1_f_c6495,64,0,NO
chr1_f_c65259,252,0,NO
chr1_f_c65269,210,0,NO
chr1_f_c65281,101,1,NO
chr1_f_c65287,82,2,NO
chr1_f_c65288,81,1,NO
chr1_f_c65450,136,0,NO
chr1_f_c65451,62,0,NO
chr1_f_c65743,4710,18,NO
chr1_f_c65749,11611,44,YES
chr1_f_c65757,2869,16,NO
chr1_f_c6578,744,2,NO
chr1_f_c6585,47,0,NO
chr1_f_c65955,703,0,NO
chr1_f_c66274,139,0,NO
chr1_f_c66298,47,0,NO
chr1_f_c66308,247,0,NO
chr1_f_c66309,231,0,NO
chr1_f_c6646,183,1,NO
chr1_f_c66487,48,0,NO
chr1_f_c66689,71,1,NO
chr1_f_c67107,74,1,NO
chr1_f_c67371,265,0,NO
chr1_f_c67381,284,0,NO
chr1_f_c67404,6830,1,NO
chr1_f_c67497,124,0,NO
chr1_f_c67594,55,0,NO
chr1_f_c67678,438,5,NO
chr1_f_c67696,73,5,NO
chr1_f_c68063,47,0,NO
chr1_f_c68157,48,0,NO
chr1_f_c68193,413,0,NO
chr1_f_c68265,726,4,NO
chr1_f_c68339,115,2,NO
chr1_f_c68493,52,0,NO
chr1_f_c68595,125,0,NO
chr1_f_c68627,239,15,NO
chr1_f_c6863,142,0,NO
chr1_f_c68688,52,1,NO
chr1_f_c68746,141,0,NO
chr1_f_c68812,53,0,NO
chr1_f_c68822,68,0,NO
chr1_f_c6892,74,0,NO
chr1_f_c68985,85,0,NO
chr1_f_c68997,55,0,NO
chr1_f_c69013,165,0,NO
chr1_f_c69025,126,1,NO
chr1_f_c69037,59,0,NO
chr1_f_c69050,84,0,NO
chr1_f_c69107,1406,2,NO
chr1_f_c6916,62,0,NO
chr1_f_c69246,9338,5,NO
chr1_f_c69285,56,0,NO
chr1_f_c69301,81,0,NO
chr1_f_c69322,589,7,NO
chr1_f_c69839,162,2,NO
chr1_f_c69899,84,0,NO
chr1_f_c69910,69,3,NO
chr1_f_c69928,106,1,NO
chr1_f_c69994,209,0,NO
chr1_f_c70026,1965,0,NO
chr1_f_c70089,182,1,NO
chr1_f_c70302,222,1,NO
chr1_f_c70303,49,0,NO
chr1_f_c70304,110,0,NO
chr1_f_c70305,141,0,NO
chr1_f_c70308,82,0,NO
chr1_f_c70342,146,1,NO
chr1_f_c70761,77,0,NO
chr1_f_c71024,50,0,NO
chr1_f_c71079,47,0,NO
chr1_f_c71087,69,0,NO
chr1_f_c71094,70,0,NO
chr1_f_c71436,125,0,NO
chr1_f_c71563,67,0,NO
chr1_f_c7167,76,0,NO
chr1_f_c71677,316,0,NO
chr1_f_c71771,136,0,NO
chr1_f_c71797,60,0,NO
chr1_f_c71973,399,1,NO
chr1_f_c72125,271,0,NO
chr1_f_c72484,69,0,NO
chr1_f_c7249,199,1,NO
chr1_f_c72704,377,3,NO
chr1_f_c73158,143,62,YES
chr1_f_c7326,65,2,NO
chr1_f_c73364,159,0,NO
chr1_f_c73409,51,1,NO
chr1_f_c73436,66,11,NO
chr1_f_c73575,78,2,NO
chr1_f_c73626,128,0,NO
chr1_f_c73645,55,0,NO
chr1_f_c73658,199,0,NO
chr1_f_c73710,314,1,NO
chr1_f_c7381,94,2,NO
chr1_f_c73949,59,0,NO
chr1_f_c74323,13103,77,YES
chr1_f_c74348,834,8,NO
chr1_f_c74391,65,0,NO
chr1_f_c74515,93,0,NO
chr1_f_c74533,68,0,NO
chr1_f_c74562,50,0,NO
chr1_f_c74708,123,0,NO
chr1_f_c75380,1785,39,YES
chr1_f_c75392,5746,342,YES
chr1_f_c7552,65,0,NO
chr1_f_c75522,47,0,NO
chr1_f_c75647,187,0,NO
chr1_f_c75721,131,0,NO
chr1_f_c75812,65,0,NO
chr1_f_c75814,291,0,NO
chr1_f_c7617,103,0,NO
chr1_f_c76432,92,0,NO
chr1_f_c76557,59,0,NO
chr1_f_c76732,394,0,NO
chr1_f_c768,56,4,NO
chr1_f_c76894,151,1,NO
chr1_f_c76920,87,0,NO
chr1_f_c76921,125,0,NO
chr1_f_c76990,144,0,NO
chr1_f_c77542,48,0,NO
chr1_f_c77545,56,0,NO
chr1_f_c77857,130,0,NO
chr1_f_c77905,104,0,NO
chr1_f_c78325,12825,62,YES
chr1_f_c78377,850,4,NO
chr1_f_c78550,69,0,NO
chr1_f_c7865,334,3,NO
chr1_f_c78655,80,0,NO
chr1_f_c78783,515,2,NO
chr1_f_c78881,79,0,NO
chr1_f_c7902,59,4,NO
chr1_f_c79317,136,3,NO
chr1_f_c79824,141,0,NO
chr1_f_c80074,83,0,NO
chr1_f_c80079,333,0,NO
chr1_f_c80173,53,0,NO
chr1_f_c80261,55,0,NO
chr1_f_c80264,49,0,NO
chr1_f_c80403,102,0,NO
chr1_f_c80477,68,0,NO
chr1_f_c8056,55,1,NO
chr1_f_c80596,257,2,NO
chr1_f_c80661,275,0,NO
chr1_f_c81200,92,0,NO
chr1_f_c81205,118,0,NO
chr1_f_c81278,59,1,NO
chr1_f_c81298,60,0,NO
chr1_f_c81345,109,0,NO
chr1_f_c81504,54,1,NO
chr1_f_c81515,57,0,NO
chr1_f_c81526,379,0,NO
chr1_f_c81611,315,1,NO
chr1_f_c81886,301,1,NO
chr1_f_c81895,69,0,NO
chr1_f_c81938,55,0,NO
chr1_f_c82089,59,0,NO
chr1_f_c82108,196,0,NO
chr1_f_c82239,221,0,NO
chr1_f_c8229,188,0,NO
chr1_f_c82320,48,1,NO
chr1_f_c8251,97,0,NO
chr1_f_c82677,66,1,NO
chr1_f_c82678,127,0,NO
chr1_f_c82679,121,2,NO
chr1_f_c82786,47,0,NO
chr1_f_c82867,86,10,NO
chr1_f_c83135,183,2,NO
chr1_f_c83137,2217,13,NO
chr1_f_c83522,54,0,NO
chr1_f_c83612,49,0,NO
chr1_f_c83828,10568,245,YES
chr1_f_c84077,181,1,NO
chr1_f_c84080,69,0,NO
chr1_f_c84090,189,0,NO
chr1_f_c84163,124,0,NO
chr1_f_c84182,123,748,YES
chr1_f_c84450,104,7,NO
chr1_f_c84493,355,5,NO
chr1_f_c85083,160,0,NO
chr1_f_c85105,73,0,NO
chr1_f_c85185,758,0,NO
chr1_f_c85362,52,0,NO
chr1_f_c85666,143,0,NO
chr1_f_c85706,74,0,NO
chr1_f_c85719,205,0,NO
chr1_f_c85866,172,0,NO
chr1_f_c85871,47,0,NO
chr1_f_c85977,107,0,NO
chr1_f_c86000,260,0,NO
chr1_f_c86082,1481,7,NO
chr1_f_c8658,73,0,NO
chr1_f_c8667,57,0,NO
chr1_f_c86813,55,0,NO
chr1_f_c86917,53,1,NO
chr1_f_c87967,58,0,NO
chr1_f_c88169,11344,431,YES
chr1_f_c88176,173,2,NO
chr1_f_c88278,56,0,NO
chr1_f_c88456,53,0,NO
chr1_f_c88574,105,0,NO
chr1_f_c88652,50,0,NO
chr1_f_c88665,308,1,NO
chr1_f_c88927,290,0,NO
chr1_f_c89035,118,0,NO
chr1_f_c89165,52,0,NO
chr1_f_c893,59,1,NO
chr1_f_c89421,3064,0,NO
chr1_f_c89551,601,0,NO
chr1_f_c89552,617,0,NO
chr1_f_c89576,118,0,NO
chr1_f_c89633,4350,147,YES
chr1_f_c89692,177,0,NO
chr1_f_c90032,8211,21,YES
chr1_f_c90184,47,0,NO
chr1_f_c90378,49,2,NO
chr1_f_c90488,48,7,NO
chr1_f_c90608,54,0,NO
chr1_f_c90903,47,0,NO
chr1_f_c91199,228,0,NO
chr1_f_c91453,340,0,NO
chr1_f_c91962,400,0,NO
chr1_f_c92385,435,6,NO
chr1_f_c92556,59,54,YES
chr1_f_c92557,52,65,YES
chr1_f_c92733,862,5,NO
chr1_f_c92781,79,0,NO
chr1_f_c92804,271,0,NO
chr1_f_c92822,157,1,NO
chr1_f_c92828,231,30,YES
chr1_f_c92857,58,2,NO
chr1_f_c93143,251,1,NO
chr1_f_c93179,52,0,NO
chr1_f_c9342,154,0,NO
chr1_f_c9351,103,0,NO
chr1_f_c94016,88,1,NO
chr1_f_c94017,94,1,NO
chr1_f_c94018,97,0,NO
chr1_f_c94019,87,1,NO
chr1_f_c94021,98,0,NO
chr1_f_c94023,98,1,NO
chr1_f_c94027,105,1,NO
chr1_f_c94028,97,0,NO
chr1_f_c94030,97,0,NO
chr1_f_c94032,99,1,NO
chr1_f_c94033,103,1,NO
chr1_f_c94035,85,0,NO
chr1_f_c94037,76,1,NO
chr1_f_c94038,86,0,NO
chr1_f_c94039,96,0,NO
chr1_f_c94040,90,0,NO
chr1_f_c94044,87,1,NO
chr1_f_c94045,89,0,NO
chr1_f_c94046,105,0,NO
chr1_f_c94048,76,1,NO
chr1_f_c94050,90,0,NO
chr1_f_c94051,84,2,NO
chr1_f_c94052,108,1,NO
chr1_f_c94053,92,0,NO
chr1_f_c94054,96,1,NO
chr1_f_c94055,102,1,NO
chr1_f_c94057,101,0,NO
chr1_f_c94059,80,1,NO
chr1_f_c94061,79,0,NO
chr1_f_c94062,106,1,NO
chr1_f_c94064,103,1,NO
chr1_f_c94072,53,0,NO
chr1_f_c94073,47,0,NO
chr1_f_c94075,90,1,NO
chr1_f_c94077,49,1,NO
chr1_f_c94082,47,0,NO
chr1_f_c94083,48,0,NO
chr1_f_c94085,48,0,NO
chr1_f_c94087,49,1,NO
chr1_f_c94150,63,0,NO
chr1_f_c94220,144,1,NO
chr1_f_c94467,1942,11,NO
chr1_f_c94471,53,8,NO
chr1_f_c9454,53,0,NO
chr1_f_c94770,61,0,NO
chr1_f_c94823,101,4,NO
chr1_f_c94979,4439,100,YES
chr1_f_c94996,1871,48,YES
chr1_f_c95046,235,2,NO
chr1_f_c95079,14005,6,NO
chr1_f_c95191,51,1,NO
chr1_f_c95365,50,0,NO
chr1_f_c95524,1082,36,YES
chr1_f_c95540,2118,1013,YES
chr1_f_c95544,1580,39,YES
chr1_f_c95559,148,5,NO
chr1_f_c95573,538,102,YES
chr1_f_c95654,1020,13,NO
chr1_f_c95671,2918,56,YES
chr1_f_c95731,121,653,YES
chr1_f_c95747,2954,10,NO
chr1_f_c95784,57,0,NO
chr1_f_c95831,201,2,NO
chr1_f_c95854,165,0,NO
chr1_f_c96263,73,0,NO
chr1_f_c96314,64382,52308,YES
chr1_f_c96319,15653,411,YES
chr1_f_c96326,10753,3626,YES
chr1_f_c96331,15491,5810,YES
chr1_f_c96345,116,0,NO
chr1_f_c96350,257,2,NO
chr1_f_c96533,3730,38,YES
chr1_f_c96541,13401,253,YES
chr1_f_c96563,459,1,NO
chr1_f_c96569,54,0,NO
chr1_f_c96572,169,76,YES
chr1_f_c96587,48,0,NO
chr1_f_c96735,58,0,NO
chr1_f_c9697,81,0,NO
chr1_f_c97131,2858,3521,YES
chr1_f_c97139,76,5,NO
chr1_f_c97400,48,0,NO
chr1_f_c97762,113,0,NO
chr1_f_c9778,49,0,NO
chr1_f_c97795,543,92,YES
chr1_f_c97796,102,607,YES
chr1_f_c97804,3017,15,NO
chr1_f_c97835,58,0,NO
chr1_f_c97913,57,0,NO
chr1_f_c97955,294,49,YES
chr1_f_c97966,151,4,NO
chr1_f_c97983,7277,3570,YES
chr1_f_c98010,292,1,NO
chr1_f_c98017,8738,0,NO
chr1_f_c98025,341,30,YES
chr1_f_c98030,112,1,NO
chr1_f_c98034,59,3,NO
chr1_f_c98057,771,0,NO
chr1_f_c98064,2222,79,YES
chr1_f_c98108,104,1,NO
chr1_f_c98117,214,39,YES
chr1_f_c98125,55,0,NO
chr1_f_c98196,1075,9,NO
chr1_f_c98197,75,5,NO
chr1_f_c98214,4084,60,YES
chr1_f_c98357,395,0,NO
chr1_f_c98575,247,0,NO
chr1_f_c98609,244,0,NO
chr1_f_c98640,59,1,NO
chr1_f_c98669,244,0,NO
chr1_f_c98864,71,35,YES
chr1_f_c98865,51,76,YES
chr1_f_c9920,117,2,NO
chr1_f_c99254,82,1,NO
chr1_f_c99280,234,0,NO
chr1_f_c99295,230,0,NO
chr1_f_c99454,854,2,NO
chr1_f_c9946,1734,1,NO
chr1_f_c99518,719,1,NO
chr1_f_c99523,149,1,NO
chr1_f_c99571,145,5,NO
chr1_f_c99573,792,2,NO
chr1_f_c99575,61,5,NO
chr1_f_c99583,281,11,NO
chr1_f_c99584,91,6,NO
chr1_f_c99587,48,2,NO
chr1_f_c99675,1135,11,NO
chr1_f_c99676,96,1,NO
chr1_r_c100335,53,73,YES
chr1_r_c100336,70,59,YES
chr1_r_c100457,58,0,NO
chr1_r_c10054,67,0,NO
chr1_r_c100613,296,8,NO
chr1_r_c101018,403,0,NO
chr1_r_c101119,2517,5,NO
chr1_r_c101170,97,5,NO
chr1_r_c101199,1035,8508,YES
chr1_r_c101207,118,7,NO
chr1_r_c101222,3422,32,YES
chr1_r_c101228,7208,10388,YES
chr1_r_c101242,1328,26,YES
chr1_r_c101313,196,1,NO
chr1_r_c101314,57,4,NO
chr1_r_c101315,93,0,NO
chr1_r_c101316,75,0,NO
chr1_r_c101325,82,1,NO
chr1_r_c101328,51,0,NO
chr1_r_c101397,310,6,NO
chr1_r_c101409,814,3,NO
chr1_r_c101411,147,1,NO
chr1_r_c101459,139,3,NO
chr1_r_c101529,65,0,NO
chr1_r_c101530,897,1,NO
chr1_r_c101578,71,1,NO
chr1_r_c101580,285,2,NO
chr1_r_c101581,250,2,NO
chr1_r_c101590,886,1,NO
chr1_r_c101862,932,0,NO
chr1_r_c10189,48,2,NO
chr1_r_c101902,86,0,NO
chr1_r_c101984,458,2,NO
chr1_r_c102234,48,0,NO
chr1_r_c102412,48,0,NO
chr1_r_c102416,69,0,NO
chr1_r_c102420,83,0,NO
chr1_r_c102429,82,1,NO
chr1_r_c102430,172,0,NO
chr1_r_c102432,166,3,NO
chr1_r_c102440,123,2,NO
chr1_r_c102451,72,8,NO
chr1_r_c102467,420,0,NO
chr1_r_c102552,379,0,NO
chr1_r_c102596,90,1,NO
chr1_r_c102817,91,0,NO
chr1_r_c102852,574,16,NO
chr1_r_c102999,283,3,NO
chr1_r_c10331,59,1133,YES
chr1_r_c103428,49,1,NO
chr1_r_c103558,58,0,NO
chr1_r_c10364,58,1,NO
chr1_r_c10386,66,0,NO
chr1_r_c104073,271,0,NO
chr1_r_c10419,53,0,NO
chr1_r_c10423,183,0,NO
chr1_r_c10424,268,1,NO
chr1_r_c10425,67,1,NO
chr1_r_c104419,229,0,NO
chr1_r_c104523,85,1,NO
chr1_r_c104800,144,1,NO
chr1_r_c104939,58,0,NO
chr1_r_c10501,87,4,NO
chr1_r_c105014,52,0,NO
chr1_r_c105215,78,0,NO
chr1_r_c105218,58,0,NO
chr1_r_c105227,60,0,NO
chr1_r_c105585,56,0,NO
chr1_r_c105741,331,3,NO
chr1_r_c105820,282,5,NO
chr1_r_c106346,339,0,NO
chr1_r_c106431,136,0,NO
chr1_r_c106436,169,760,YES
chr1_r_c106466,1234,4,NO
chr1_r_c106630,59,1,NO
chr1_r_c106780,1154,1,NO
chr1_r_c107088,66,114,YES
chr1_r_c107104,60,0,NO
chr1_r_c107298,88,0,NO
chr1_r_c107775,135,2,NO
chr1_r_c107983,51,1,NO
chr1_r_c108158,50,1,NO
chr1_r_c108263,99,0,NO
chr1_r_c108414,770,0,NO
chr1_r_c108709,210,1,NO
chr1_r_c108811,7978,3,NO
chr1_r_c108875,171,1,NO
chr1_r_c109091,1717,7,NO
chr1_r_c109115,2612,4,NO
chr1_r_c109211,47,0,NO
chr1_r_c10954,167,3,NO
chr1_r_c109693,81,0,NO
chr1_r_c109694,57,0,NO
chr1_r_c11002,65,0,NO
chr1_r_c110043,56,0,NO
chr1_r_c110068,113,0,NO
chr1_r_c110143,7195,6,NO
chr1_r_c110301,2501,299,YES
chr1_r_c110306,67,0,NO
chr1_r_c110443,92,0,NO
chr1_r_c110445,62,0,NO
chr1_r_c110786,108,0,NO
chr1_r_c111699,60,0,NO
chr1_r_c111739,54,0,NO
chr1_r_c111835,48,0,NO
chr1_r_c112036,216,0,NO
chr1_r_c112403,66,0,NO
chr1_r_c112431,2151,593,YES
chr1_r_c112554,79,0,NO
chr1_r_c113188,52,0,NO
chr1_r_c113225,609,2,NO
chr1_r_c113316,48,1,NO
chr1_r_c113348,346,1,NO
chr1_r_c113425,61,0,NO
chr1_r_c113472,5545,506,YES
chr1_r_c113501,118,0,NO
chr1_r_c113510,98,0,NO
chr1_r_c113593,59,0,NO
chr1_r_c113677,49,0,NO
chr1_r_c113823,1327,0,NO
chr1_r_c114225,1363,22,YES
chr1_r_c114258,50,0,NO
chr1_r_c114323,129,0,NO
chr1_r_c114449,20991,10475,YES
chr1_r_c114468,5797,9748,YES
chr1_r_c114479,1608,36,YES
chr1_r_c114492,3240,77,YES
chr1_r_c114499,42156,894,YES
chr1_r_c114526,30189,48034,YES
chr1_r_c114529,17147,420,YES
chr1_r_c114535,42349,841,YES
chr1_r_c114558,30261,47527,YES
chr1_r_c114559,17259,451,YES
chr1_r_c114563,42207,905,YES
chr1_r_c114585,30206,47596,YES
chr1_r_c114587,17417,399,YES
chr1_r_c114592,42196,831,YES
chr1_r_c11462,286,0,NO
chr1_r_c114621,30433,47888,YES
chr1_r_c114625,17159,439,YES
chr1_r_c114630,41730,837,YES
chr1_r_c11466,50,0,NO
chr1_r_c114668,20851,24144,YES
chr1_r_c114683,14705,1095,YES
chr1_r_c114694,172,2,NO
chr1_r_c114760,1200,17,NO
chr1_r_c114769,68,2,NO
chr1_r_c114867,58,1,NO
chr1_r_c115004,243,68,YES
chr1_r_c115023,75,0,NO
chr1_r_c115239,192,0,NO
chr1_r_c115488,1632,0,NO
chr1_r_c115527,65,0,NO
chr1_r_c116032,48,0,NO
chr1_r_c11610,73,1,NO
chr1_r_c116121,86,0,NO
chr1_r_c116162,107,0,NO
chr1_r_c116164,95,1,NO
chr1_r_c116193,72,0,NO
chr1_r_c116261,805,0,NO
chr1_r_c11630,81,0,NO
chr1_r_c116398,5652,4,NO
chr1_r_c116754,174,6,NO
chr1_r_c116806,183,0,NO
chr1_r_c116822,1675,0,NO
chr1_r_c117106,62,0,NO
chr1_r_c117254,79,0,NO
chr1_r_c117573,60,0,NO
chr1_r_c117627,47,0,NO
chr1_r_c117678,253,11,NO
chr1_r_c117982,139,1,NO
chr1_r_c118027,723,0,NO
chr1_r_c118029,4204,372,YES
chr1_r_c118121,212,0,NO
chr1_r_c118159,72,0,NO
chr1_r_c118177,62,0,NO
chr1_r_c11821,10510,28,YES
chr1_r_c118230,82,0,NO
chr1_r_c11836,68,0,NO
chr1_r_c118575,101,0,NO
chr1_r_c118846,129,0,NO
chr1_r_c118946,92,0,NO
chr1_r_c118988,67,5,NO
chr1_r_c119104,100,1,NO
chr1_r_c119315,140,1,NO
chr1_r_c119557,58,0,NO
chr1_r_c119637,50,0,NO
chr1_r_c119725,54,4,NO
chr1_r_c119803,75,0,NO
chr1_r_c11983,147,0,NO
chr1_r_c119892,134,3,NO
chr1_r_c119937,68,0,NO
chr1_r_c120054,271,2,NO
chr1_r_c120085,428,7,NO
chr1_r_c120161,51,2,NO
chr1_r_c120247,591,1,NO
chr1_r_c120309,305,1,NO
chr1_r_c120357,1316,31,YES
chr1_r_c120359,1858,39,YES
chr1_r_c120360,415,3,NO
chr1_r_c120382,419,513,YES
chr1_r_c120657,50,0,NO
chr1_r_c120798,163,3,NO
chr1_r_c121068,123,23,YES
chr1_r_c121096,83,0,NO
chr1_r_c121281,21239,116,YES
chr1_r_c121282,21990,48,YES
chr1_r_c121284,62,0,NO
chr1_r_c121285,12732,140,YES
chr1_r_c121288,19633,50,YES
chr1_r_c121291,45028,241,YES
chr1_r_c121292,381,1,NO
chr1_r_c121295,50066,534,YES
chr1_r_c121298,3272,3,NO
chr1_r_c121300,11884,48,YES
chr1_r_c121302,4781,48,YES
chr1_r_c121303,64,1,NO
chr1_r_c121311,35309,248,YES
chr1_r_c121312,73,2,NO
chr1_r_c121448,57,0,NO
chr1_r_c121492,92,0,NO
chr1_r_c121598,92,159,YES
chr1_r_c121729,83,0,NO
chr1_r_c121870,59,0,NO
chr1_r_c121982,52,8,NO
chr1_r_c122070,55,1,NO
chr1_r_c122197,49,2,NO
chr1_r_c122446,61,0,NO
chr1_r_c122538,172,8,NO
chr1_r_c122606,2882,56,YES
chr1_r_c122688,49,4,NO
chr1_r_c122693,1212,0,NO
chr1_r_c123012,48,0,NO
chr1_r_c123151,71,1,NO
chr1_r_c123253,47,0,NO
chr1_r_c12354,50,0,NO
chr1_r_c123703,50,0,NO
chr1_r_c12373,83,0,NO
chr1_r_c123785,176,1,NO
chr1_r_c123961,63,126,YES
chr1_r_c123980,66,0,NO
chr1_r_c124078,60,0,NO
chr1_r_c124188,14976,230,YES
chr1_r_c124221,53,0,NO
chr1_r_c124236,80,0,NO
chr1_r_c124241,69,0,NO
chr1_r_c124249,69,0,NO
chr1_r_c124253,57,0,NO
chr1_r_c124257,62,0,NO
chr1_r_c124415,77,0,NO
chr1_r_c124421,54,0,NO
chr1_r_c124546,149,0,NO
chr1_r_c124680,388,0,NO
chr1_r_c124764,136,0,NO
chr1_r_c124907,53,1,NO
chr1_r_c124955,49,0,NO
chr1_r_c125017,323,6,NO
chr1_r_c125355,52,0,NO
chr1_r_c125428,800,63,YES
chr1_r_c125531,115,0,NO
chr1_r_c125689,55,0,NO
chr1_r_c12572,62,0,NO
chr1_r_c125735,119,0,NO
chr1_r_c125795,754,0,NO
chr1_r_c125945,198,0,NO
chr1_r_c126009,49,0,NO
chr1_r_c126016,633,6,NO
chr1_r_c126059,50,1,NO
chr1_r_c126078,203,1,NO
chr1_r_c126090,149,0,NO
chr1_r_c126100,68,0,NO
chr1_r_c126172,62,3,NO
chr1_r_c126177,147,2,NO
chr1_r_c126407,291,1,NO
chr1_r_c126469,69,0,NO
chr1_r_c126506,158,79,YES
chr1_r_c126511,54,1,NO
chr1_r_c126644,314,1,NO
chr1_r_c126753,58,0,NO
chr1_r_c126857,152,0,NO
chr1_r_c126870,59,1,NO
chr1_r_c126892,74,0,NO
chr1_r_c126896,63,0,NO
chr1_r_c126929,55,1,NO
chr1_r_c126944,80,0,NO
chr1_r_c126955,129,7,NO
chr1_r_c126985,109,1,NO
chr1_r_c127185,192,0,NO
chr1_r_c12746,73,0,NO
chr1_r_c127471,81,0,NO
chr1_r_c127734,84,0,NO
chr1_r_c127777,145,1,NO
chr1_r_c127794,84,0,NO
chr1_r_c127829,64,0,NO
chr1_r_c127991,129,0,NO
chr1_r_c128223,93,0,NO
chr1_r_c12837,176,4,NO
chr1_r_c128380,649,0,NO
chr1_r_c1284,50,0,NO
chr1_r_c128569,101,0,NO
chr1_r_c128907,456,1,NO
chr1_r_c128944,153,0,NO
chr1_r_c129260,70,0,NO
chr1_r_c129547,92,0,NO
chr1_r_c129627,82,0,NO
chr1_r_c129640,53,0,NO
chr1_r_c129837,56,0,NO
chr1_r_c129962,49,0,NO
chr1_r_c130069,51,0,NO
chr1_r_c130166,52,0,NO
chr1_r_c130177,448,1,NO
chr1_r_c130683,230,2,NO
chr1_r_c130774,136,0,NO
